s.no,cpu_times_user,cpu_times_nice,cpu_times_system,cpu_times_idle,cpu_times_iowait,cpu_times_irq,cpu_times_softirq,cpu_times_steal,cpu_times_guest,cpu_times_guest_nice,cpu_percent,cpu_count,cpu_stats_ctx_switches,cpu_stats_interrupts,cpu_soft_interrupts,cpu_syscalls,cpu_freq,cpu_loadavg,virtual_mem_total,virtual_mem_available,virtual_mem_percent,virtual_mem_used,virtual_mem_free,virtual_mem_active,virtual_mem_inactive,virtual_mem_buffers,virtual_mem_cached,virtual_mem_shared,virtual_mem_slab,swap_mem_total,swap_mem_used,swap_mem_free,swap_percent,swap_sin,swap_sout,disk_read_count,disk_write_count,disk_read_bytes,disk_write_bytes,disk_read_time,disk_write_time,disk_read_merged_count,disk_write_merged_count,disk_busy_count
551,744.97,10.83,33.74,8413.58,194.65,0,0.55,0,0,0,2,1,3206484,1285177,383999,0,2592,0.61,2072051712,881156096,57.5,1013108736,618258432,444702720,821915648,27652096,413032448,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16830,2160999936,1292006400,477745,460174,19509,122422,269400
552,744.98,10.83,33.74,8415.56,194.65,0,0.55,0,0,0,1,1,3206783,1285340,384045,0,2592,0.61,2072051712,881156096,57.5,1013108736,618258432,444702720,821915648,27652096,413032448,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16830,2160999936,1292006400,477745,460174,19509,122422,269400
553,744.99,10.83,33.74,8417.55,194.65,0,0.55,0,0,0,1,1,3207078,1285510,384089,0,2592,0.56,2072051712,881156096,57.5,1013108736,618258432,444702720,821915648,27652096,413032448,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16830,2160999936,1292006400,477745,460174,19509,122422,269400
554,745.14,10.83,33.74,8419.39,194.66,0,0.55,0,0,0,15,1,3207440,1285948,384160,0,2592,0.56,2072051712,779087872,62.4,1115176960,516182016,444710912,944414720,27660288,413032448,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16832,2160999936,1292018688,477745,460185,19509,122423,269416
555,747.11,10.83,33.77,8419.39,194.66,0,0.55,0,0,0,100,1,3207745,1286549,384223,0,2592,0.56,2072051712,758706176,63.4,1135558656,495796224,444710912,964485120,27660288,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16832,2160999936,1292018688,477745,460185,19509,122423,269416
556,749.11,10.83,33.78,8419.39,194.66,0,0.55,0,0,0,100,1,3208058,1287164,384284,0,2592,0.6,2072051712,738578432,64.4,1155686400,475668480,444710912,984784896,27660288,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16832,2160999936,1292018688,477745,460185,19509,122423,269416
557,751.07,10.83,33.82,8419.39,194.66,0,0.55,0,0,0,100,1,3208738,1287817,384368,0,2592,0.6,2072051712,806232064,61.1,1088032768,543313920,444719104,887754752,27668480,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16834,2160999936,1292030976,477745,460188,19509,122424,269424
558,753.07,10.83,33.82,8419.39,194.66,0,0.55,0,0,0,100,1,3209057,1288469,384433,0,2592,0.63,2072051712,806232064,61.1,1088032768,543313920,444719104,887754752,27668480,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16834,2160999936,1292030976,477745,460188,19509,122424,269424
559,755.06,10.83,33.82,8419.39,194.66,0,0.55,0,0,0,100,1,3209367,1289092,384496,0,2592,0.63,2072051712,806232064,61.1,1088032768,543313920,444719104,887754752,27668480,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16834,2160999936,1292030976,477745,460188,19509,122424,269424
560,756.87,10.83,33.84,8419.56,194.66,0,0.55,0,0,0,82.8,1,3218653,1289477,384554,0,2592,0.63,2072051712,806240256,61.1,1088024576,543313920,444727296,887754752,27676672,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16836,2160999936,1292043264,477745,460191,19509,122425,269432
561,756.88,10.83,33.85,8421.55,194.66,0,0.55,0,0,0,2,1,3218964,1289656,384604,0,2592,0.58,2072051712,806240256,61.1,1088024576,543313920,444727296,887754752,27676672,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16836,2160999936,1292043264,477745,460191,19509,122425,269432
562,756.89,10.83,33.85,8423.53,194.66,0,0.55,0,0,0,1,1,3219267,1289820,384648,0,2592,0.58,2072051712,806240256,61.1,1088024576,543313920,444727296,887754752,27676672,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16836,2160999936,1292043264,477745,460191,19509,122425,269432
563,756.9,10.83,33.86,8425.51,194.66,0,0.55,0,0,0,2,1,3219584,1290001,384709,0,2592,0.53,2072051712,806240256,61.1,1088016384,543313920,444727296,887754752,27684864,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16838,2160999936,1292059648,477745,460194,19509,122427,269436
564,756.91,10.83,33.86,8427.5,194.66,0,0.55,0,0,0,1,1,3219876,1290158,384754,0,2592,0.53,2072051712,806240256,61.1,1088016384,543313920,444727296,887754752,27684864,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16838,2160999936,1292059648,477745,460194,19509,122427,269436
565,757.11,10.83,33.86,8429.3,194.66,0,0.55,0,0,0,20,1,3220210,1290605,384815,0,2592,0.53,2072051712,805990400,61.1,1088270336,543055872,444735488,898506752,27693056,413032448,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16840,2160999936,1292071936,477745,460197,19509,122428,269440
566,759.1,10.83,33.87,8429.3,194.66,0,0.55,0,0,0,100,1,3220531,1291208,384883,0,2592,0.57,2072051712,802643968,61.3,1091620864,539701248,444743680,918708224,27693056,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16840,2160999936,1292071936,477745,460197,19509,122428,269440
567,761.09,10.83,33.88,8429.3,194.66,0,0.55,0,0,0,100,1,3220839,1291820,384951,0,2592,0.57,2072051712,782516224,62.2,1111748608,519573504,444743680,938938368,27693056,413036544,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16841,2160999936,1292080128,477745,460198,19509,122429,269444
568,763.06,10.83,33.92,8429.3,194.66,0,0.55,0,0,0,100,1,3221525,1292476,385025,0,2592,0.6,2072051712,807833600,61,1086431232,544886784,444743680,890114048,27693056,413040640,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16841,2160999936,1292080128,477745,460198,19509,122429,269444
569,765.06,10.83,33.92,8429.3,194.66,0,0.55,0,0,0,100,1,3221845,1293131,385097,0,2592,0.6,2072051712,807833600,61,1086423040,544886784,444743680,890114048,27701248,413040640,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16843,2160999936,1292104704,477745,460203,19509,122433,269452
570,767.06,10.83,33.92,8429.3,194.66,0,0.55,0,0,0,100,1,3222168,1293760,385167,0,2592,0.6,2072051712,795258880,61.6,1099005952,532303872,444751872,890114048,27701248,413040640,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16843,2160999936,1292104704,477745,460203,19509,122433,269452
571,768.9,10.83,33.96,8429.43,194.66,0,0.55,0,0,0,87.1,1,3231476,1294158,385223,0,2592,0.8,2072051712,795258880,61.6,1099005952,532303872,444751872,890114048,27709440,413032448,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16845,2160999936,1292121088,477745,460205,19509,122435,269456
572,768.9,10.83,33.96,8431.41,194.66,0,0.55,0,0,0,0,1,3231786,1294337,385270,0,2592,0.8,2072051712,795258880,61.6,1098997760,532303872,444751872,890114048,27709440,413040640,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16845,2160999936,1292121088,477745,460205,19509,122435,269456
573,768.92,10.83,33.96,8433.4,194.66,0,0.55,0,0,0,2,1,3232087,1294503,385320,0,2592,0.73,2072051712,795258880,61.6,1098997760,532303872,444751872,890114048,27709440,413040640,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16845,2160999936,1292121088,477745,460205,19509,122435,269456
574,768.93,10.83,33.96,8435.38,194.66,0,0.55,0,0,0,1,1,3232388,1294693,385369,0,2592,0.73,2072051712,795258880,61.6,1098997760,532303872,444751872,890114048,27709440,413040640,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16845,2160999936,1292121088,477745,460205,19509,122435,269456
575,768.94,10.83,33.96,8437.36,194.67,0,0.55,0,0,0,1,1,3232696,1294857,385421,0,2592,0.73,2072051712,780599296,62.3,1113665536,517627904,444768256,890114048,27717632,413040640,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16847,2160999936,1292133376,477745,460209,19509,122436,269464
576,769.09,10.83,33.97,8439.2,194.67,0,0.55,0,0,0,16,1,3233048,1295283,385489,0,2592,0.67,2072051712,767758336,62.9,1126506496,504786944,444768256,911831040,27717632,413040640,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16847,2160999936,1292133376,477745,460209,19509,122436,269464
577,771.06,10.83,34,8439.2,194.67,0,0.55,0,0,0,100,1,3233393,1295897,385572,0,2592,0.67,2072051712,767758336,62.9,1126506496,504786944,444768256,931991552,27725824,413032448,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16850,2160999936,1292153856,477745,460213,19509,122437,269472
578,773.04,10.83,34.02,8439.2,194.67,0,0.55,0,0,0,100,1,3233722,1296503,385643,0,2592,0.7,2072051712,767766528,62.9,1126498304,504786944,444776448,952193024,27725824,413040640,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16850,2160999936,1292153856,477745,460213,19509,122437,269472
579,775.01,10.83,34.06,8439.2,194.67,0,0.55,0,0,0,100,1,3234473,1297173,385727,0,2592,0.7,2072051712,795729920,61.6,1098534912,532946944,444776448,903839744,27725824,412844032,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16850,2160999936,1292153856,477745,460213,19509,122437,269472
580,777.01,10.83,34.06,8439.2,194.67,0,0.55,0,0,0,100,1,3234801,1297792,385795,0,2592,0.7,2072051712,783147008,62.2,1111117824,520364032,444780544,903815168,27725824,412844032,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16854,2160999936,1292170240,477745,460214,19509,122437,269476
581,779.02,10.83,34.06,8439.2,194.67,0,0.55,0,0,0,100,1,3235120,1298427,385869,0,2592,0.72,2072051712,783147008,62.2,1111105536,520364032,444780544,903815168,27734016,412848128,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16856,2160999936,1292198912,477745,460220,19509,122442,269488
582,781.01,10.83,34.07,8439.2,194.67,0,0.55,0,0,0,100,1,3244402,1298920,385928,0,2592,0.72,2072051712,783126528,62.2,1111130112,520364032,444788736,903790592,27734016,412823552,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16856,2160999936,1292198912,477745,460220,19509,122442,269488
583,781.14,10.83,34.09,8441.05,194.67,0,0.55,0,0,0,1,1,3244715,1299083,385976,0,2592,0.67,2072051712,783126528,62.2,1111130112,520364032,444788736,903790592,27742208,412815360,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16858,2160999936,1292231680,477745,460224,19509,122448,269492
584,781.14,10.83,34.09,8443.04,194.67,0,0.55,0,0,0,0,1,3245019,1299260,386031,0,2592,0.67,2072051712,783126528,62.2,1111121920,520364032,444788736,903790592,27742208,412823552,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16858,2160999936,1292231680,477745,460224,19509,122448,269492
585,781.15,10.83,34.09,8445.02,194.67,0,0.55,0,0,0,1,1,3245308,1299450,386076,0,2592,0.67,2072051712,783142912,62.2,1111121920,520364032,444796928,903802880,27742208,412823552,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16859,2160999936,1292243968,477745,460224,19509,122449,269496
586,781.16,10.83,34.09,8447.01,194.67,0,0.55,0,0,0,1,1,3245638,1299671,386137,0,2592,0.61,2072051712,783142912,62.2,1111113728,520364032,444796928,903802880,27750400,412823552,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16861,2160999936,1292268544,477745,460229,19509,122453,269504
587,781.17,10.83,34.1,8448.99,194.67,0,0.55,0,0,0,2,1,3245959,1300057,386201,0,2592,0.61,2072051712,749338624,63.8,1144926208,486551552,444805120,938037248,27750400,412823552,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16862,2160999936,1292276736,477745,460229,19509,122453,269508
588,783.06,10.83,34.1,8449.1,194.67,0,0.55,0,0,0,100,1,3246281,1300669,386268,0,2592,0.64,2072051712,749338624,63.8,1144926208,486551552,444805120,938037248,27750400,412823552,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16862,2160999936,1292276736,477745,460229,19509,122453,269508
589,785.06,10.83,34.1,8449.1,194.67,0,0.55,0,0,0,100,1,3246593,1301288,386329,0,2592,0.64,2072051712,749338624,63.8,1144926208,486551552,444805120,938037248,27758592,412815360,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16864,2160999936,1292289024,477745,460233,19509,122454,269512
590,787.06,10.83,34.1,8449.1,194.67,0,0.55,0,0,0,100,1,3247274,1301907,386409,0,2592,0.64,2072051712,754909184,63.6,1139355648,492113920,444813312,938041344,27758592,412823552,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16864,2160999936,1292289024,477745,460233,19509,122454,269512
591,789.06,10.83,34.1,8449.1,194.67,0,0.55,0,0,0,100,1,3247591,1302561,386471,0,2592,0.67,2072051712,754909184,63.6,1139355648,492113920,444813312,938041344,27758592,412823552,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16864,2160999936,1292289024,477745,460233,19509,122454,269512
592,791.06,10.83,34.1,8449.1,194.67,0,0.55,0,0,0,100,1,3247918,1303189,386541,0,2592,0.67,2072051712,754909184,63.6,1139355648,492113920,444813312,938041344,27766784,412815360,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16866,2160999936,1292301312,477745,460236,19509,122455,269520
593,793.07,10.83,34.1,8449.1,194.67,0,0.55,0,0,0,100,1,3257172,1303749,386601,0,2592,0.62,2072051712,754909184,63.6,1139335168,492113920,444813312,938041344,27766784,412835840,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16866,2160999936,1292301312,477745,460236,19509,122455,269520
594,793.53,10.83,34.13,8450.62,194.67,0,0.55,0,0,0,1,1,3257477,1303918,386647,0,2592,0.62,2072051712,754909184,63.6,1139335168,492113920,444813312,938041344,27766784,412835840,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16866,2160999936,1292301312,477745,460236,19509,122455,269520
595,793.54,10.83,34.13,8452.6,194.67,0,0.55,0,0,0,1,1,3257785,1304114,386697,0,2592,0.62,2072051712,750735360,63.8,1143517184,487919616,444821504,938057728,27779072,412835840,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16869,2160999936,1292350464,477745,460241,19509,122463,269532
596,793.55,10.83,34.13,8454.58,194.68,0,0.55,0,0,0,1,1,3258142,1304335,386771,0,2592,0.57,2072051712,750747648,63.8,1143517184,487919616,444833792,938057728,27779072,412835840,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16869,2160999936,1292350464,477745,460241,19509,122463,269532
597,793.56,10.83,34.13,8456.57,194.68,0,0.55,0,0,0,1,1,3258440,1304505,386822,0,2592,0.57,2072051712,750747648,63.8,1143517184,487919616,444833792,938057728,27779072,412835840,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16869,2160999936,1292350464,477745,460241,19509,122463,269532
598,793.57,10.83,34.13,8458.55,194.68,0,0.55,0,0,0,1,1,3258813,1304828,386898,0,2592,0.6,2072051712,843665408,59.3,1050599424,580837376,444833792,879566848,27787264,412827648,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16879,2160999936,1292403712,477745,460254,19509,122466,269548
599,795.08,10.83,34.16,8459.01,194.68,0,0.55,0,0,0,100,1,3259110,1305469,386966,0,2592,0.6,2072051712,823803904,60.2,1070460928,560967680,444841984,899641344,27787264,412835840,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16879,2160999936,1292403712,477745,460254,19509,122466,269548
600,797.06,10.83,34.19,8459.01,194.68,0,0.55,0,0,0,100,1,3259427,1306074,387033,0,2592,0.6,2072051712,803418112,61.2,1090846720,540581888,444841984,920018944,27787264,412835840,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16879,2160999936,1292403712,477745,460254,19509,122466,269548
601,799.03,10.83,34.22,8459.01,194.68,0,0.55,0,0,0,100,1,3259823,1306710,387108,0,2592,0.64,2072051712,848900096,59,1045364736,586063872,444841984,826028032,27795456,412827648,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16881,2160999936,1292416000,477745,460257,19509,122467,269552
602,801.01,10.83,34.25,8459.01,194.68,0,0.55,0,0,0,100,1,3260451,1307366,387192,0,2592,0.64,2072051712,848900096,59,1045356544,586063872,444841984,826028032,27795456,412835840,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16881,2160999936,1292416000,477745,460257,19509,122467,269552
603,803.01,10.83,34.25,8459.01,194.68,0,0.55,0,0,0,100,1,3260765,1308027,387263,0,2592,0.66,2072051712,848908288,59,1045356544,586063872,444850176,826028032,27795456,412835840,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16883,2160999936,1292424192,477745,460257,19509,122467,269556
604,805.01,10.83,34.26,8459.01,194.68,0,0.55,0,0,0,100,1,3265436,1308691,387334,0,2592,0.66,2072051712,848908288,59,1045356544,586063872,444850176,826028032,27803648,412827648,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16885,2160999936,1292448768,477745,460262,19509,122471,269564
605,806.19,10.83,34.33,8459.76,194.68,0,0.55,0,0,0,25.7,1,3273549,1308935,387385,0,2592,0.66,2072051712,848908288,59,1045340160,586063872,444850176,826028032,27803648,412844032,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16885,2160999936,1292448768,477745,460262,19509,122471,269564
606,806.2,10.83,34.33,8461.74,194.68,0,0.55,0,0,0,1,1,3273868,1309115,387439,0,2592,0.61,2072051712,848928768,59,1045336064,586063872,444858368,826040320,27803648,412848128,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16885,2160999936,1292448768,477745,460262,19509,122471,269564
607,806.21,10.83,34.33,8463.73,194.68,0,0.55,0,0,0,1,1,3274189,1309307,387500,0,2592,0.61,2072051712,848928768,59,1045336064,586063872,444858368,826040320,27811840,412839936,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16887,2160999936,1292465152,477745,460265,19509,122473,269568
608,806.22,10.83,34.34,8465.71,194.68,0,0.55,0,0,0,1,1,3274512,1309518,387562,0,2592,0.56,2072051712,848928768,59,1045327872,586063872,444858368,826040320,27811840,412848128,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16887,2160999936,1292465152,477745,460265,19509,122473,269568
609,806.24,10.83,34.34,8467.69,194.68,0,0.55,0,0,0,2,1,3274834,1309730,387610,0,2592,0.56,2072051712,848928768,59,1045327872,586063872,444858368,826040320,27811840,412848128,26042368,89980928,470282240,423997440,46284800,90.2,41078784,495980544,59605,16887,2160999936,1292465152,477745,460265,19509,122473,269568
610,807,10.83,34.35,8468.91,194.68,0,0.55,0,0,0,77.8,1,3275199,1310310,387694,0,2592,0.56,2072051712,803524608,61.2,1090732032,540639232,444866560,921542656,27820032,412860416,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16892,2160999936,1292534784,477745,460270,19509,122482,269576
611,809,10.83,34.35,8468.91,194.68,0,0.55,0,0,0,100,1,3275517,1310937,387764,0,2592,0.6,2072051712,803532800,61.2,1090732032,540639232,444874752,921542656,27820032,412860416,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16892,2160999936,1292534784,477745,460270,19509,122482,269576
612,811.01,10.83,34.35,8468.91,194.68,0,0.55,0,0,0,100,1,3275826,1311533,387826,0,2592,0.6,2072051712,696094720,66.4,1198170112,433201152,444874752,1026646016,27820032,412860416,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16892,2160999936,1292534784,477745,460270,19509,122482,269576
613,813,10.83,34.37,8468.91,194.68,0,0.55,0,0,0,100,1,3276509,1312207,387905,0,2592,0.63,2072051712,767479808,63,1126776832,504586240,444874752,921542656,27828224,412860416,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16894,2160999936,1292563456,477745,460274,19509,122487,269580
614,815,10.83,34.37,8468.91,194.68,0,0.55,0,0,0,100,1,3276853,1312828,387964,0,2592,0.63,2072051712,767488000,63,1126776832,504586240,444882944,921509888,27828224,412860416,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16894,2160999936,1292563456,477745,460274,19509,122487,269580
615,817,10.83,34.37,8468.91,194.68,0,0.55,0,0,0,100,1,3277158,1313491,388028,0,2592,0.63,2072051712,767488000,63,1126776832,504586240,444882944,921518080,27828224,412860416,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16903,2160999936,1292608512,477745,460276,19509,122489,269584
616,818.88,10.83,34.43,8468.98,194.68,0,0.55,0,0,0,93.1,1,3289640,1313952,388091,0,2592,0.66,2072051712,767488000,63,1126768640,504586240,444882944,921526272,27836416,412860416,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16905,2160999936,1292624896,477745,460288,19509,122491,269600
617,818.89,10.83,34.43,8470.95,194.7,0,0.55,0,0,0,1,1,3289931,1314113,388134,0,2592,0.66,2072051712,767488000,63,1126760448,504586240,444882944,921526272,27836416,412868608,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16905,2160999936,1292624896,477745,460288,19509,122491,269600
618,818.9,10.83,34.43,8472.94,194.7,0,0.55,0,0,0,1,1,3290240,1314286,388184,0,2592,0.61,2072051712,767488000,63,1126756352,504586240,444882944,921526272,27836416,412872704,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16905,2160999936,1292624896,477745,460288,19509,122491,269600
619,818.91,10.83,34.43,8474.92,194.7,0,0.55,0,0,0,1,1,3290537,1314457,388228,0,2592,0.61,2072051712,767488000,63,1126748160,504586240,444882944,921526272,27844608,412872704,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16907,2160999936,1292637184,477745,460292,19509,122492,269604
620,818.92,10.83,34.43,8476.91,194.7,0,0.55,0,0,0,1,1,3290844,1314648,388275,0,2592,0.61,2072051712,767516672,63,1126748160,504586240,444899328,921542656,27844608,412872704,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16908,2160999936,1292649472,477745,460292,19509,122493,269608
621,819.01,10.83,34.44,8478.81,194.7,0,0.55,0,0,0,9.9,1,3291179,1315069,388349,0,2592,0.56,2072051712,863625216,58.3,1030639616,600694784,444899328,859799552,27844608,412872704,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16908,2160999936,1292649472,477745,460292,19509,122493,269608
622,820.98,10.83,34.47,8478.81,194.7,0,0.55,0,0,0,100,1,3291511,1315709,388416,0,2592,0.56,2072051712,843497472,59.3,1050767360,580567040,444899328,879992832,27852800,412864512,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16910,2160999936,1292674048,477745,460296,19509,122497,269616
623,822.94,10.83,34.5,8478.81,194.7,0,0.55,0,0,0,100,1,3291826,1316310,388487,0,2592,0.59,2072051712,823377920,60.3,1070886912,560439296,444907520,900001792,27852800,412872704,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16910,2160999936,1292674048,477745,460296,19509,122497,269616
624,824.9,10.83,34.55,8478.81,194.7,0,0.55,0,0,0,100,1,3292500,1316933,388560,0,2592,0.59,2072051712,874577920,57.8,1019686912,611639296,444907520,822956032,27852800,412872704,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16910,2160999936,1292674048,477745,460296,19509,122497,269616
625,826.88,10.83,34.56,8478.81,194.7,0,0.55,0,0,0,100,1,3292811,1317625,388621,0,2592,0.59,2072051712,874577920,57.8,1019686912,611639296,444907520,822984704,27860992,412864512,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16912,2160999936,1292686336,477745,460300,19509,122498,269620
626,828.88,10.83,34.56,8478.81,194.7,0,0.55,0,0,0,100,1,3293149,1318259,388698,0,2592,0.63,2072051712,874586112,57.8,1019678720,611639296,444915712,823017472,27860992,412872704,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16912,2160999936,1292686336,477745,460300,19509,122498,269620
627,830.85,10.83,34.56,8478.81,194.7,0,0.55,0,0,0,100,1,3302444,1318944,388752,0,2592,0.63,2072051712,874676224,57.8,1019588608,611639296,444915712,823107584,27860992,412962816,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16912,2160999936,1292686336,477745,460300,19509,122498,269620
628,831.94,10.83,34.6,8479.68,194.7,0,0.55,0,0,0,13,1,3305941,1319156,388809,0,2592,0.58,2072051712,874708992,57.8,1019547648,611639296,444915712,823140352,27869184,412995584,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16914,2160999936,1292706816,477745,460303,19509,122501,269624
629,831.95,10.83,34.6,8481.66,194.7,0,0.55,0,0,0,1,1,3306226,1319346,388853,0,2592,0.58,2072051712,874708992,57.8,1019539456,611639296,444915712,823140352,27869184,413003776,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16914,2160999936,1292706816,477745,460303,19509,122501,269624
630,831.96,10.83,34.6,8483.65,194.7,0,0.55,0,0,0,1,1,3306526,1319519,388894,0,2592,0.58,2072051712,874708992,57.8,1019539456,611639296,444915712,823140352,27869184,413003776,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16914,2160999936,1292706816,477745,460303,19509,122501,269624
631,831.96,10.83,34.61,8485.63,194.7,0,0.55,0,0,0,1,1,3306848,1319709,388948,0,2592,0.53,2072051712,874729472,57.8,1019535360,611639296,444923904,823152640,27877376,412999680,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16916,2160999936,1292719104,477745,460308,19509,122502,269632
632,831.97,10.83,34.61,8487.61,194.71,0,0.55,0,0,0,1,1,3307149,1319873,388998,0,2592,0.53,2072051712,874729472,57.8,1019527168,611639296,444923904,823152640,27877376,413007872,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16916,2160999936,1292719104,477745,460308,19509,122502,269632
633,832.84,10.83,34.64,8488.71,194.71,0,0.55,0,0,0,90,1,3307480,1320489,389072,0,2592,0.57,2072051712,803074048,61.2,1091190784,539975680,444932096,910860288,27877376,413007872,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16922,2160999936,1292751872,477745,460309,19509,122502,269636
634,834.82,10.83,34.65,8488.71,194.71,0,0.55,0,0,0,100,1,3307810,1321104,389147,0,2592,0.57,2072051712,794558464,61.7,1099702272,531460096,444932096,930885632,27885568,413003776,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16924,2160999936,1292780544,477745,460318,19509,122507,269648
635,836.81,10.83,34.67,8488.71,194.71,0,0.55,0,0,0,100,1,3308100,1321719,389206,0,2592,0.57,2072051712,775987200,62.5,1118277632,512880640,444940288,949485568,27885568,413007872,26042368,89985024,470282240,423997440,46284800,90.2,41078784,495980544,59605,16924,2160999936,1292780544,477745,460318,19509,122507,269648
